BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,STORIES,PRICE,QUALIFIED,SALE_NUM,GBA,STYLE_D,STRUCT_D,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,ZIPCODE,LATITUDE,LONGITUDE,CENSUS_TRACT,WARD
1,1,Forced Air,Y,1,6,2,1915,2007,2,669000,Q,10,980,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1088,20002,38.89306544,-76.98433771,8002,Ward 6
1,1,Forced Air,Y,1,6,2,1915,2004,2,645000,U,4,980,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1088,20002,38.8932039,-76.98435427,8002,Ward 6
2,1,Forced Air,Y,1,6,2,1915,2005,2,600000,Q,6,980,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1088,20002,38.89330489,-76.98436071,8002,Ward 6
2,1,Forced Air,Y,1,5,2,1915,2013,2,565000,Q,5,996,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1088,20002,38.89340659,-76.98435446,8002,Ward 6
2,1,Hot Water Rad,Y,1,7,4,1906,2000,2,741000,Q,1,1946,2 Story,Row End,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1263,20003,38.88852877,-76.98391211,6700,Ward 6
2,1,Warm Cool,Y,1,8,4,1908,2022,2,825000,Q,4,1280,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,1280,20003,38.88817564,-76.98389248,6700,Ward 6
3,1,Warm Cool,Y,2,8,3,1980,2013,3,1100000,Q,4,2352,3 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,11,1394,20003,38.88847331,-76.98414922,6700,Ward 6
2,1,Warm Cool,Y,1,8,3,1911,2008,2,749000,Q,1,1888,2 Story,Row End,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,2218,20003,38.88848035,-76.98497358,6700,Ward 6
2,1,Warm Cool,Y,1,5,2,1900,2007,2,127000,Q,1,1603,2 Story,Row Inside,Above Average,Average,Brick/Stucco,Metal- Sms,Hardwood,1,1,11,1506,20003,38.88709137,-76.98512072,6700,Ward 6
2,2,Forced Air,Y,2,7,4,1909,2010,2,589000,Q,1,1760,2 Story,Row End,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,2,24,1152,20003,38.88553772,-76.98530557,6900,Ward 6
2,1,Warm Cool,Y,1,4,2,1909,1980,2,560000,Q,1,1772,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood/Carp,1,1,11,2063,20003,38.88576094,-76.98523257,6900,Ward 6
2,1,Hot Water Rad,N,1,5,2,1909,1974,2,105000,Q,1,1772,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,2063,20003,38.8858521,-76.98523266,6900,Ward 6
2,1,Warm Cool,Y,1,6,2,1909,1975,2,511000,Q,1,1772,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,2063,20003,38.88589796,-76.985233,6900,Ward 6
1,1,Warm Cool,Y,1,6,3,1906,1973,2,790000,Q,4,1280,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1200,20003,38.88662396,-76.98467326,6900,Ward 6
2,1,Warm Cool,Y,1,6,3,1906,2021,2,1248500,Q,3,1408,2 Story,Row Inside,Above Average,Excellent,Common Brick,Metal- Sms,Hardwood,1,1,11,1200,20003,38.88665196,-76.9845656,6900,Ward 6
2,1,Warm Cool,Y,1,6,2,1906,2004,2,730000,Q,7,1280,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,2,11,1200,20003,38.88671553,-76.98435247,6900,Ward 6
1,1,Hot Water Rad,N,1,6,3,1906,1987,2,850000,Q,4,1304,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1200,20003,38.88672282,-76.9842938,6900,Ward 6
1,1,Warm Cool,Y,1,6,2,1906,2014,2,614000,Q,3,1280,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1200,20003,38.88675425,-76.98418718,6900,Ward 6
1,1,Warm Cool,Y,1,6,3,1906,1960,2,595000,Q,3,1280,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1200,20003,38.88678855,-76.98402327,6900,Ward 6
1,1,Forced Air,Y,1,6,2,1906,2013,2,789500,Q,6,1280,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1200,20003,38.88652053,-76.98387418,6900,Ward 6
2,1,Forced Air,Y,1,8,3,1909,2005,2,705000,Q,8,1259,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood/Carp,1,1,11,1625,20003,38.88552036,-76.98416348,6900,Ward 6
3,1,Forced Air,Y,1,8,3,1914,2014,2,860000,U,5,1638,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1778,20003,38.88556584,-76.98454958,6900,Ward 6
3,1,Forced Air,Y,1,6,3,1924,2021,2,1299900,Q,3,1456,2 Story,Row End,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1439,20003,38.88616983,-76.9852704,6900,Ward 6
3,1,Forced Air,Y,2,6,4,1920,2007,2,837600,Q,4,1442,2 Story,Row End,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,2,1,24,1485,20003,38.8860784,-76.98525106,6900,Ward 6
1,1,Warm Cool,Y,1,6,2,1909,2009,2,600000,Q,1,1369,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1008,20003,38.88552175,-76.98510041,6900,Ward 6
1,1,Warm Cool,Y,1,5,2,1900,2019,2,860000,Q,3,1369,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1260,20003,38.88552137,-76.98496187,6900,Ward 6
1,1,Warm Cool,Y,1,6,2,1900,2014,2,778000,Q,4,1369,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1260,20003,38.88552291,-76.9850112,6900,Ward 6
3,1,Forced Air,Y,1,6,3,1913,2008,2,1355000,Q,4,1908,2 Story,Row End,Average,Excellent,Common Brick,Built Up,Hardwood,1,1,11,1660,20003,38.88430472,-76.98489666,6900,Ward 6
1,1,Warm Cool,Y,1,5,2,1913,2007,2,960000,Q,6,1152,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,2,11,1661,20003,38.88427462,-76.98502703,6900,Ward 6
1,1,Forced Air,Y,1,6,3,1913,2015,2,925000,Q,6,1152,2 Story,Row End,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1066,20003,38.88423988,-76.98527287,6900,Ward 6
2,1,Forced Air,Y,1,6,3,1913,2005,2,897000,Q,7,1306,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1066,20003,38.88430771,-76.98526825,6900,Ward 6
3,1,Forced Air,Y,1,6,3,1913,2017,2,949000,Q,3,1764,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1065,20003,38.884356,-76.98526801,6900,Ward 6
3,1,Warm Cool,Y,1,8,4,1900,2017,2,1435000,Q,7,2412,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1937,20003,38.8835538,-76.98389491,6900,Ward 6
1,1,Forced Air,Y,1,7,2,1910,2005,2,725000,Q,6,1504,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,2,11,1599,20003,38.88328976,-76.98388771,6900,Ward 6
1,1,Warm Cool,Y,1,6,3,1910,2004,2,860000,Q,7,1480,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,1120,20003,38.88302132,-76.98394805,6900,Ward 6
1,1,Forced Air,Y,1,6,3,1910,2017,2,736800,Q,3,1480,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,2,11,1120,20003,38.88302133,-76.98400533,6900,Ward 6
1,1,Warm Cool,Y,1,6,3,1910,2014,2,925000,Q,5,1488,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,3,11,1120,20003,38.88301944,-76.98406215,6900,Ward 6
1,1,Warm Cool,Y,1,6,3,1910,2009,2,825000,Q,5,1488,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,1120,20003,38.88302008,-76.98412024,6900,Ward 6
1,1,Forced Air,Y,1,6,2,1910,2011,2,725000,Q,4,1488,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1120,20003,38.88302135,-76.98417613,6900,Ward 6
1,1,Forced Air,Y,2,7,4,1910,2004,2,700000,Q,1,2373,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,24,1376,20003,38.88304858,-76.98432227,6900,Ward 6
1,1,Hot Water Rad,Y,1,6,3,1909,2006,2,605000,Q,1,1488,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1308,20003,38.88315443,-76.98437561,6900,Ward 6
2,1,Forced Air,Y,1,6,3,1910,2012,2,737000,Q,5,1488,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1664,20003,38.88330615,-76.98448772,6900,Ward 6
2,1,Forced Air,Y,1,6,3,1901,1994,2,850000,Q,5,1488,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,2,11,1752,20003,38.88333885,-76.98451169,6900,Ward 6
2,1,Warm Cool,Y,1,6,3,1910,2018,2,1015000,Q,4,1122,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,2,11,1839,20003,38.88338237,-76.98454671,6900,Ward 6
2,1,Warm Cool,Y,1,6,3,1910,2014,2,587458,Q,1,1488,2 Story,Row End,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,2108,20003,38.88348219,-76.98464869,6900,Ward 6
1,1,Hot Water Rad,Y,1,5,3,1906,2007,2,811000,Q,6,1544,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1446,20003,38.88357408,-76.98470181,6900,Ward 6
1,1,Warm Cool,Y,1,5,2,1906,1978,2,425000,Q,1,1352,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Wood Floor,1,1,11,1366,20003,38.88361066,-76.98472496,6900,Ward 6
2,1,Warm Cool,Y,1,5,2,1906,2011,2,599000,Q,1,1496,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1206,20003,38.88368175,-76.98479837,6900,Ward 6
1,1,Hot Water Rad,Y,1,7,3,1906,2005,2,589000,Q,1,1338,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,2,11,1127,20003,38.88390165,-76.98415439,6900,Ward 6
2,1,Forced Air,Y,1,8,3,1906,2013,2,571000,Q,3,1728,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1,1,11,1202,20003,38.88390181,-76.98404893,6900,Ward 6
1,1,Warm Cool,Y,1,4,2,1908,2004,2,625000,Q,5,1232,2 Story,Row End,Above Average,Good,Common Brick,Metal- Sms,Wood Floor,1,1,11,981,20003,38.88392442,-76.9847196,6900,Ward 6
2,1,Warm Cool,Y,1,7,3,1908,2013,2,665000,Q,1,1296,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1227,20003,38.88391369,-76.98464779,6900,Ward 6
2,1,Forced Air,Y,1,7,3,1909,2008,2,730000,Q,4,1434,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1312,20003,38.88383085,-76.98493653,6900,Ward 6
1,1,Warm Cool,Y,1,5,2,1903,1976,2,749000,Q,5,1328,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,800,20003,38.88264665,-76.98387379,6900,Ward 6
3,1,Hot Water Rad,Y,3,9,4,1905,2007,2,700000,Q,1,2142,2 Story,Single,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,3,2,24,1361,20003,38.88247494,-76.98383315,6900,Ward 6
1,1,Warm Cool,Y,1,6,3,1910,2007,2,730000,U,4,1406,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,886,20003,38.88260305,-76.9838776,6900,Ward 6
3,1,Forced Air,Y,1,6,3,1908,2013,2,790000,Q,1,1600,2 Story,Row End,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,951,20003,38.88171942,-76.98389267,6900,Ward 6
2,1,Hot Water Rad,Y,1,7,2,1925,2014,2,835125,Q,3,1136,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,1,11,1392,20002,38.89321303,-76.98387866,8002,Ward 6
1,1,Forced Air,Y,1,5,2,1880,2001,2,309000,U,1,1048,2 Story,Semi-Detached,Above Average,Good,Stucco,Metal- Sms,Hardwood/Carp,1,1,13,1570,20002,38.89317501,-76.98521063,8002,Ward 6
2,1,Forced Air,Y,1,6,2,1909,2007,2,992641,Q,9,1200,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1120,20002,38.89109016,-76.98488301,8002,Ward 6
3,1,Warm Cool,Y,1,6,2,1909,2000,2,670000,Q,1,1254,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1120,20002,38.89109422,-76.98495528,8002,Ward 6
3,1,Forced Air,Y,1,6,3,1909,2000,2,110000,Q,1,1254,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1120,20002,38.89109495,-76.98502594,8002,Ward 6
1,1,Hot Water Rad,N,1,7,2,1910,1977,2,84000,Q,1,1242,2 Story,Row Inside,Good Quality,Average,Common Brick,Built Up,Wood Floor,1,1,11,1186,20002,38.89133915,-76.98418662,8002,Ward 6
3,1,Warm Cool,Y,2,8,4,1910,2009,2,995000,Q,4,1800,2 Story,Row End,Good Quality,Good,Brick/Siding,Metal- Sms,Hardwood,2,1,24,1297,20002,38.89157882,-76.98387304,8002,Ward 6
2,1,Warm Cool,Y,1,7,2,1908,1985,2,512000,Q,1,1254,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,987,20002,38.89169439,-76.98385388,8002,Ward 6
2,1,Warm Cool,Y,2,6,4,1909,1989,2,628000,Q,4,1200,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,2,1,24,987,20002,38.8916389,-76.98385896,8002,Ward 6
3,1,Warm Cool,Y,2,10,4,1905,2010,3,681500,Q,1,2438,3 Story,Row End,Good Quality,Good,Common Brick,Neopren,Hardwood/Carp,2,3,24,1056,20002,38.89158125,-76.98521257,8002,Ward 6
1,1,Warm Cool,Y,1,5,2,1920,2010,2,465000,Q,1,980,2 Story,Row Inside,Above Average,Very Good,Wood Siding,Metal- Sms,Hardwood,1,1,11,1005,20003,38.88935808,-76.98526202,6700,Ward 6
1,1,Warm Cool,Y,1,4,2,1934,2014,2,769000,Q,2,1036,2 Story,Row Inside,Above Average,Very Good,Vinyl Siding,Metal- Sms,Wood Floor,1,1,11,689,20003,38.88931889,-76.98527874,6700,Ward 6
3,1,Hot Water Rad,Y,2,6,4,1907,2005,2,599950,U,1,1876,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,1,24,1819,20003,38.88950874,-76.98418196,6700,Ward 6
2,1,Forced Air,Y,1,9,3,1908,2010,2,811500,Q,6,1263,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1086,20003,38.88934168,-76.98388853,6700,Ward 6
2,1,Warm Cool,Y,1,9,3,1931,2004,2,890000,Q,8,1542,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1536,20003,38.88921142,-76.98391276,6700,Ward 6
3,1,Forced Air,Y,2,6,5,1910,2010,2,1340000,Q,7,2040,2 Story,Row Inside,Above Average,Good,Brick/Stucco,Metal- Sms,Hardwood,2,1,24,1920,20003,38.88916379,-76.98390125,6700,Ward 6
2,1,Hot Water Rad,Y,2,6,3,1910,2010,2,880000,Q,6,1310,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,2,2,24,1656,20003,38.88910773,-76.98387567,6700,Ward 6
3,1,Forced Air,Y,2,6,4,1910,2009,2,140000,Q,1,2254,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,2,2,24,1880,20003,38.88904765,-76.98387038,6700,Ward 6
1,2,Forced Air,Y,1,6,2,1912,2010,2,465000,Q,1,900,2 Story,Row End,Average,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,810,20003,38.88895396,-76.98388677,6700,Ward 6
1,1,Warm Cool,Y,1,5,2,1912,2009,2,615000,Q,1,1204,2 Story,Row End,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,900,20003,38.8888391,-76.98383631,6700,Ward 6
2,1,Warm Cool,Y,2,9,3,1912,2007,2,830000,Q,3,1080,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,2,2,23,900,20003,38.88883983,-76.98392449,6700,Ward 6
2,1,Forced Air,Y,1,10,4,1922,2012,2,270000,U,1,1634,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1960,20003,38.88886699,-76.9842214,6700,Ward 6
1,1,Warm Cool,Y,1,6,2,1900,2010,2,475000,Q,1,1158,2 Story,Row End,Above Average,Good,Concrete,Metal- Sms,Hardwood,1,2,11,952,20003,38.88907431,-76.98525643,6700,Ward 6
2,1,Warm Cool,Y,1,6,3,1899,1973,2,241000,Q,1,1890,2 Story,Row End,Above Average,Average,Common Brick,Metal- Sms,Wood Floor,1,2,11,1921,20003,38.88948835,-76.98462377,6700,Ward 6
1,1,Hot Water Rad,N,1,5,2,1911,2004,2,595000,Q,4,1080,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1378,20002,38.89420924,-76.98437803,8001,Ward 6
1,1,Hot Water Rad,N,1,5,2,1911,1982,2,555000,U,2,1188,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,2,11,1378,20002,38.8943577,-76.98436808,8001,Ward 6
1,1,Hot Water Rad,N,1,6,3,1910,1977,2,499000,Q,1,1436,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1106,20002,38.89452888,-76.98524804,8001,Ward 6
1,1,Hot Water Rad,N,1,6,3,1910,1977,2,710000,Q,3,1436,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1106,20002,38.89457329,-76.98524826,8001,Ward 6
1,1,Hot Water Rad,N,1,6,3,1910,1976,2,127000,Q,1,1436,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1681,20002,38.89420611,-76.98525768,8001,Ward 6
1,1,Hot Water Rad,N,1,6,3,1900,1977,2,230000,Q,1,1436,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1681,20002,38.89425169,-76.98524268,8001,Ward 6
1,1,Hot Water Rad,Y,1,6,3,1910,2005,2,785000,Q,5,1670,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,1681,20002,38.89439078,-76.98524196,8001,Ward 6
1,1,Forced Air,Y,1,6,3,1900,2001,2,389900,U,1,1644,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1682,20002,38.89443681,-76.98524449,8001,Ward 6
1,1,Forced Air,Y,1,6,2,1914,2003,2,679000,Q,4,1164,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1148,20002,38.89408029,-76.98476572,8001,Ward 6
1,1,Forced Air,N,1,6,2,1914,1980,2,654000,Q,3,1260,2 Story,Row End,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1136,20002,38.89395868,-76.9847767,8001,Ward 6
1,1,Forced Air,Y,1,5,2,1902,2015,2,600000,U,4,1080,2 Story,Semi-Detached,Average,Good,Brick/Stucco,Metal- Sms,Hardwood/Carp,1,1,13,1740,20002,38.89310219,-76.98478668,8002,Ward 6
1,1,Forced Air,Y,1,6,3,1910,2014,2,665000,Q,6,1460,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1392,20002,38.89262949,-76.98475865,8002,Ward 6
2,1,Forced Air,Y,1,6,3,1910,2004,2,756476,Q,5,1358,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1039,20002,38.89233483,-76.98476506,8002,Ward 6
1,1,Warm Cool,Y,1,6,3,1951,2010,2,550000,Q,1,1492,2 Story,Row Inside,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,1,11,1185,20002,38.89232051,-76.98482246,8002,Ward 6
1,1,Hot Water Rad,N,1,6,3,1910,2013,2,539900,U,1,1424,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1331,20002,38.89229575,-76.98488172,8002,Ward 6
3,1,Warm Cool,Y,1,5,3,1910,2010,2,892500,Q,2,1950,2 Story,Row End,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1477,20002,38.8922654,-76.98493924,8002,Ward 6
1,1,Forced Air,Y,1,5,2,1925,2011,2,595000,Q,4,840,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1346,20003,38.87897249,-76.98458132,7100,Ward 6
1,1,Warm Cool,Y,1,6,2,1916,1990,2,712000,Q,5,1040,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,786,20003,38.88041545,-76.98452534,6900,Ward 6
1,1,Forced Air,Y,1,5,2,1912,1979,2,175800,Q,1,758,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Wood Floor,1,1,11,1372,20003,38.87821624,-76.98461975,7100,Ward 6
3,2,Forced Air,Y,1,7,4,1912,2020,3,1270000,Q,6,2210,3 Story,Row Inside,Average,Very Good,Common Brick,Composition Ro,Hardwood,1,1,11,1372,20003,38.87819834,-76.98457515,7100,Ward 6
2,1,Forced Air,Y,1,12,3,1900,2002,3.5,775000,Q,1,2296,3.5 Story Fin,Row Inside,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,11,1328,20002,38.89039796,-76.98339311,8002,Ward 7
1,1,Hot Water Rad,N,1,6,4,1909,2011,2,460000,Q,1,1514,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,2228,20002,38.890731,-76.98280355,8002,Ward 7
2,1,Forced Air,Y,1,6,4,1909,2010,2,1185000,Q,4,1510,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1310,20002,38.89074581,-76.98256068,8002,Ward 7
3,1,Warm Cool,Y,2,9,4,1909,2007,2,670000,Q,1,1506,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,1,24,1310,20002,38.8907451,-76.98250005,8002,Ward 7
2,1,Forced Air,N,2,6,3,1910,1977,2,480000,Q,1,1390,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,2,1,11,1504,20002,38.89050067,-76.9824434,8002,Ward 7
3,1,Warm Cool,Y,1,6,3,1908,2013,2,750000,Q,1,1522,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1,3,11,1310,20003,38.89008315,-76.9825635,8002,Ward 7
3,1,Forced Air,Y,2,7,4,1908,2003,2,1195000,Q,6,1778,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,2,1,24,1310,20003,38.89009209,-76.98274112,8002,Ward 7
3,1,Forced Air,Y,1,8,3,1909,2002,2,880000,Q,3,2478,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,2,11,1534,20002,38.89055873,-76.98338903,8002,Ward 7
2,1,Forced Air,Y,1,8,4,1919,2010,2,745876,Q,4,1396,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1692,20003,38.88951439,-76.98275578,6801,Ward 7
4,1,Forced Air,Y,1,15,5,1922,2013,2,2105000,Q,3,3038,2 Story,Single,Very Good,Very Good,Common Brick,Comp Shingle,Hardwood/Carp,1,1,12,2720,20003,38.88952091,-76.98240284,6801,Ward 7
2,1,Forced Air,Y,1,5,4,1909,2011,2,570000,Q,1,1304,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1408,20003,38.88848516,-76.9832044,6801,Ward 7
2,1,Hot Water Rad,Y,2,7,4,1908,2007,2,699950,Q,1,1320,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,24,1082,20003,38.88835727,-76.98343035,6801,Ward 7
2,1,Forced Air,Y,2,7,4,1909,2010,2,1125000,Q,4,1464,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,2,2,24,1185,20003,38.88830736,-76.98340258,6801,Ward 7
1,1,Forced Air,Y,1,5,2,1885,2016,2,589000,Q,4,1148,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,645,20003,38.88850279,-76.98241588,6801,Ward 7
1,1,Ht Pump,Y,1,4,2,1914,2007,2,601869,Q,3,840,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,875,20003,38.88518268,-76.98252562,6802,Ward 7
2,1,Warm Cool,Y,1,5,2,1914,2015,2,399900,Q,2,988,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,874,20003,38.88518275,-76.98243065,6802,Ward 7
1,1,Hot Water Rad,N,1,6,2,1908,2009,2,379900,U,1,1360,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1485,20003,38.88589609,-76.98338217,6802,Ward 7
2,1,Forced Air,Y,2,7,3,1922,2013,2,665000,Q,1,1368,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,1,11,1620,20003,38.88630615,-76.98340743,6802,Ward 7
3,1,Warm Cool,Y,2,7,3,1922,1978,2,349500,Q,1,1332,2 Story,Row Inside,Above Average,Average,Common Brick,Slate,Hardwood,2,2,24,1350,20003,38.88658816,-76.98309351,6802,Ward 7
1,1,Forced Air,Y,1,6,2,1908,2014,2,859000,Q,10,1238,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1211,20003,38.88520063,-76.98335179,6802,Ward 7
3,1,Hot Water Rad,Y,2,6,3,1911,2004,2,845000,Q,4,1478,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,2,24,1615,20003,38.88518855,-76.98306088,6802,Ward 7
2,1,Hot Water Rad,Y,1,6,2,1913,2009,2,830000,Q,3,1100,2 Story,Row Inside,Above Average,Good,Common Brick,Neopren,Hardwood,1,1,11,1355,20003,38.87821365,-76.98472255,7100,Ward 6
1,1,Warm Cool,Y,1,6,3,1923,2014,2,965000,Q,3,1622,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1154,20002,38.89303216,-76.98339906,8002,Ward 7
